text,class,score
the princess and the pea a single pea is hidden in one of the m mattresses at court your job is to find it within n nights luckily the kind princess has agreed to help you after a single night s sleep on a pile of mattresses she can determine with certainty whether she slept on the pea or not alas she is a real princess so she turns black and blue all over after spending a night on top of the pea in that case she needs an additional s nights of sleep in the comfort of her own bed which is guaranteed to be unsullied by pod fruits before she is available again you can use the daylight hours to move the piles of mattresses about as much as you want,hard,8.0
exponent exchange alice and bob are playing a cooperative game they hold b p dollars between them for given integers b and p alice initially holds x dollars and bob holds b p x dollars alice and bob want to consolidate their money so one person holds all the money in each transaction one player can choose to send the other player b y dollars for some integer y with 0 le y p but each player wants to initiate as few transactions as possible they are willing to cooperate such that the player that initiates the most transactions the busiest player initiates as few as possible alice and bob want to know the fewest number of transactions that the busiest player needs to initiate to complete the transfer the first line of input contains two integers b 2 le b le 100 and p 2 le p le 1000 where b is the base and p is the number of digits output a single integer which is the minimum number of transactions the busiest player must initiate to transfer all the money to either alice or bob,hard,7.9
esthetic fences you are given n fence parts each colored either blue or red each fence part has a length and a color we need to build a triangular fence using some or all of these parts for esthetic reasons adjacent parts of this triangular fence have to have different colors what is the largest product of side lengths that can be achieved where the colors of the fence parts alternate between red and blue around the entire triangle degenerate triangles are not allowed that is the triangle must fence off a strictly positive area the first line of input contains a single integer n the number of fence parts where 3 leq n leq 20 this is followed by n lines consisting of an integer length ell for the fence part and either r or b indicating that the fence part is red or blue respectively each fence part length satisfies 1 leq ell leq 30 the sum of the lengths of all fence parts is at most 30 output a single integer the largest product of the lengths of the three sides of a triangular fence whose parts alternate in color between red and blue if no such triangular fence can be constructed then output 0,hard,7.9
hide the panchams you are the manager of a pokemon sanctuary but a lot of your panchams have been acting mischievously like usual in order to protect the rest of your pokemon from the antics of these panchams you want to build safety enclosures for the panchams around their houses so they can t escape and wreak havok on your sanctuary since money doesn t grow on trees you want to minimize the length of fence that you need to buy to build the enclosures a pancham enclosure is any polygon that contains at least three pancham houses if a pancham house is on the edge or interior of an enclosure it is contained within it and it is not allowed for a pancham house to be contained within multiple enclosures the first line of the input contains a single integer 3 leq n leq 12 which denotes the number of pancham houses then next n lines each contain a pair of space separated integers x y denoting the coordinates of a pancham house the coordinates satisfy 0 leq x y leq 10 6 you are guaranteed that all the pancham houses are distinct and that no three pancham houses are collinear output a single real number denoting the minimum length of fence that you need to buy to build the enclosures your answer will be considered correct if it has a relative or absolute error of at most 10 6,hard,7.9
gux s sequence gux really likes to play with sequences he has a big sequence of length n indexed from 1 to n initially all elements in the big sequence are zero gux also has m mini sequences that may have different lengths these mini sequences are numbered from 1 to m where the i th mini sequence has length k i the elements of each mini sequence are also numbered starting from 1 gux will process q queries there are 3 types of queries 1 x p copy the entire x th mini sequence into the big sequence starting from position p it is guaranteed that the entire mini sequence will fit in the big sequence in other words do the following operation 2 p print the value of the p th element of the big sequence 3 l r x increase all elements from index l th to r th of the i th mini sequence by 1 modulo 256 note please note that the input will be given in a special format denote last as the answer of the most recent 2nd type query this variable will be updated after every 2nd type query is answered with each query of the 2nd type print one integer on a newline the answer for that query,hard,7.9
cubic cycle consider an undirected graph g with vertices v and edges e a hamiltonian cycle is a subset of edges c subseteq e such that every vertex in v is the endpoint of precisely two edges in c and the graph h with vertices v and edges c is connected in simpler terms the edges of c form a single cycle that includes all vertices hamiltonian cycles are beautiful objects but can be hard to find your most recent homework assignment in your graph theory course has given you the task of finding a hamiltonian cycle in a particular graph g or determine if one exists the graph itself is also beautiful each vertex in g is the endpoint of precisely three edges but it feels unfair to produce only one hamiltonian cycle all hamiltonian cycles deserve recognition so you decided that you will in fact produce all hamiltonian cycles in your homework solution your task is to count the number of hamiltonian cycles you will have to produce in your homework solution the first line contains a single even integer n 4 leq n leq 50 giving the number of nodes display a single line with a single integer indicating the number of hamiltonian cycles in the given graph,hard,7.9
tree canopy graphs you are conducting a study on the health of calgary s trees your assistant has spent 17 years collecting data for your study and now it s finally time to utilize it you would like to figure out how healthy the trees are by analyzing how large the canopy of each tree is every tree in calgary has been described as an undirected graph where the canopy is represented as a clique i e every vertex in the canopy is adjacent to every other vertex in the canopy formally the graphs are described as follows given an undirected graph g v e and some s subseteq v we define g s s uv in e u in s v in s in other words g s contains the vertices in s along with all of the edges that have both endpoints in s a tree canopy graph g is a simple undirected graph where the vertices v can be partitioned into two sets c and t such that all of the following conditions hold g c is a clique g t is a tree in which every vertex has degree at most three each leaf of g t i e each vertex with degree one in g t is adjacent to at most one vertex in c but vertices in c may be adjacent to more than one leaf in g t apart from these edges there are no other edges between c and t your assistant may have made some mistakes so the graphs are not necessarily all tree canopy graphs given a graph g determine if g is a tree canopy graph and if it is find the largest possible size of c in any valid partition of v into c and t the first line of input contains two integers n and m where 1 le n le 10 5 and 0 le m le 10 5 describing the number of vertices and edges in g respectively the next m lines each contain two integers a and b where 0 le a b n indicating that there is an edge between vertices a and b in g no edge will appear more than once in the input if g is a tree canopy graph output yes omega where omega is the largest possible size of c otherwise output no,hard,7.9
election security elections canada has decided to add a security code at the bottom of each of its ballots to help distinguish valid ballots from invalid fraudulent ballots these codes must differ from region to region and election officials in each region have been given the responsibility of designing the codes for their region the atlantic canadian polling commission acpc after consulting with local computer science faculty has decided that its codes will be strings of textrm base 10 digits that satisfy certain criteria the new ballot design requires that two lines be printed at the bottom of each ballot the first line contains three integers a base b a modulus m and a remainder r the second line contains the security code these are the criteria established by the acpc for the security code every digit in the code is a legal textrm base b digit i e is in 0 1 dots b 1 the code can be written as the concatenation of one or more textrm base b numbers each of which is congruent to r textrm mod m note that except for the number 0 itself a textrm base b number must begin with a nonzero digit a code that satisfies these two criteria is valid otherwise it is invalid your job is to write a program that distinguishes between valid codes and invalid codes the first line of input contains an integer n 1 leq n leq 5 000 the number of test cases each test case consists of two lines with the information written at the bottom of a ballot the first of these two lines contains three space separated integers b m r with 2 leq b leq 10 2 leq m leq 1 000 and 0 leq r m the second of these two lines contains a code to be tested for validity a string of textrm base 10 digits with length between 1 and 100 000 inclusive the total number of digits in all n codes combined is at most 100 000 for each test case output a single line containing valid if the code is valid or invalid if the code is invalid,hard,7.9
fluffy cat you are working on your new mobile game fluffy cat with simple yet engaging game play it will surely become a top mobile game in this game a single player controls a cat in an infinite grid there is a mouse hidden somewhere in this grid to win the game the player must catch the mouse the game consists of several rounds in each round the player moves the cat at most two possibly zero steps in each step the cat can move one unit of length towards any of the following directions up down left and right more precisely in one step the cat can move from the current point x y to any of these 4 points x 1 y x 1 y x y 1 and x y 1 if the cat and the mouse are at the same point the mouse must not move the game ends immediately and the player wins otherwise the mouse moves exactly one unit of length towards any of the directions up down left and right the mouse moves using a pre written algorithm which is hidden from the player if the cat and the mouse are at the same point the game ends immediately and the player wins otherwise the game continues to the next round at the end of each round the player is informed the squared euclidean distance between the cat and the mouse if this distance equals to 0 the game has ended and the player has already won if the cat is at point x c y c and the mouse is at point x m y m then the squared euclidean distance between the cat and the mouse is defined as x c x m 2 y c y m 2 if the player fails to catch the mouse within 10 000 rounds he loses the game your task is to win the game no matter how the mouse plays,hard,7.9
closing the borders after an epidemic hit most of europe countries have started announcing closures of their borders for travel this is a problem for you since you are currently on vacation in france far away from your home in sweden you hope to get home before enough borders close so that you can no longer travel through deep political analysis you have determined that the closure of a given country s borders can be modelled in the following way at some day s i the i th country will announce that it plans to close its border no later than day t i at day s i le x le t i the probability that the country will have closed their borders by then is frac x s i t i s i if a country closes down its border on a given day no flights to or from that country will depart on that or any later day it is currently day 1 you are currently in country 0 and want to get to country n 1 there are a number of one directional flights that leave daily that you can use since you suspect that all the flights will soon become fully booked you want to book a single itinerary home using one or more flights each flight leaves in the evening and arrives in the morning the next day note that even if the destination of a flight leaving on day d closes its borders on day d 1 the plane is still allowed to land if you pick an optimal sequence of flights what is the probability that it will take you home the first line of the input contains two integers n 2 le n le 100 and m 1 le m le n n 1 the number of countries and the number of flights output a single decimal number the highest probability that you will get home if you pick an optimal sequences of flights,hard,7.9
she s all yak the fetlock fete is a traditional ponyville promenade a large party where partners perform in several dances yona was invited by sandbar to this year s fetlock fete and naturally she wants him to see her best side to this end she hopes to carefully choose which of the dances to participate in and which ones to sit out such that she and sandbar have the best time at the event this year s fetlock fete will contain n dances played in sequence there are many types of dances the cotillion the waltz and so on so for simplicity we will simply denote each type with a positive integer the i text th of the dances at the event is of type c i yona has looked through the list and has rated each dance with her perceived level of flair s i the level of flair encompasses all things about the dance how well she can perform it how much she thinks sandbar likes it among other things a higher level of flair indicates a more desirable dance now yona needs help choosing which dances to perform to make sure she and sandbar have the best time at the event she wants to stick to the following rules she cannot perform a dance if its type is the same as the type of the most recent dance she performed sandbar might lose interest if they perform the same type of dance twice in a row she cannot perform a dance if its level of flair is lower than or equal to any dance she has performed before sandbar should be gradually more impressed as the night progresses she wants to perform the maximum number of dances possible following the two rules above sandbar will surely be bored if they sit out too many dances can you help her make the decisions the first line of input contains two integers n 1 leq n leq 300 000 and m 1 leq m leq n the number of dances in the fetlock fete and the number of different types of dances respectively on the first line output a single integer m the maximum number of dances she can perform,hard,7.9
grid guardian alice has an n times m grid and a 2 times 2 block she would like to place her block in the grid she must place it so that the block is axis aligned and covers exactly 4 grid cells bob wants to prevent alice from doing that to do this he places obstacles in some of the grid cells after bob places his obstacles all 2 times 2 subgrids of the grid should contain at least one obstacle bob wants to minimize the number of grid cells where he places obstacles help bob count the number of ways he can place the minimum number obstacles to prevent alice from placing her block output this number modulo a prime number p note that the answer is not the minimum number of obstacles but rather the count of the number of ways bob can place the minimum number of obstacles for example if n m 2 for a 2 times 2 grid bob only has to place 1 obstacle but there are 4 ways to place it so the answer in this case is 4 the single line of input contains three space separated integers n 2 leq n leq 25 m 2 leq m leq 10 3 and p 10 8 leq p leq 10 9 7 p is a prime number where alice s grid is of size n times m and p is a large prime modulus output a single integer which is the number of ways bob can place the minimum number of obstacles in the n times m grid to prevent alice from placing her 2 times 2 block since this may be very large output it modulo p,hard,7.9
justice for ants chimera ant is an intelligent and hard working species there is a colony of chimera ants living in danang vietnam with careful infrastructure planning and hard work they have built their kingdom with n towns numbered from 1 to n the towns are connected by n 1 two way roads such that there is exactly one simple path between any pair of towns winter is coming the chimera ant queen is planning to distribute food to the n towns the i th town will receive a i units of food however the ants feel that the plan is not fair the ants demand justice they submit q requests in each request 4 towns ell r u and v are given such that the distance from ell to r and from u to v are equal here the distance from town a to town b is the number of edges on the only simple path from a to b let p 1 u p 2 ldots p ell v denotes the simple path between town u and town v q 1 x q 2 ldots q ell y denotes the simple path between town x and town y the request says that for every i between 1 and ell town p i and town q i receive the same amount of food changing the food distribution plan turns out to be a difficult problem the chimera ant queen has a non negative integer k and each second she can change the plan by applying the following steps select an integer t select a town i either decrease or increase the amount of food distributed to town i by t cdot k 1 in other words the chimera ant queen can either set a i a i t cdot k 1 or a i a i t cdot k 1 after this step a i must be a non negative integer as we cannot distribute a negative amount of food what is the shortest time it would take for the chimera ant queen to change the food distribution plan to satisfy all the requests the first line of input contains 3 integers n q and k the number of towns the number of requests and the integer the chimera ant queen has 1 le n le 5 cdot 10 5 1 le q le 2 cdot 10 5 0 le k le 10 6 output a single integer the minimum number of seconds it would take for the chimera ant queen to change the food distribution plan,hard,7.9
maze you have been blindfolded and deposited someplace in a maze you have no idea where you are you do know however that the maze is laid out on a grid and that each grid location is either blocked or free in fact you have memorized a map of the maze also your magnetic personality allows you to always sense which direction is north in this maze you have four possible moves north south east and west your task is to find the shortest sequence of moves that will guarantee your escape regardless of your initial placement in the maze you have escaped whenever you reach a square on an outside edge of the grid and if you start there then you ve already escaped further moves are irrelevant once you have escaped if you try to walk into a wall you will simply stay in the same spot you may assume that it is possible to escape from every unblocked position in the maze input consists of a positive integer n le 8 followed by n lines giving the rows of an n by n grid this grid describes the maze you are trapped in written on the screen north is up blocked locations are denoted by the character o that s an uppercase o while unblocked locations are indicated by the character output consists of a number of lines each consisting of one of north south east or west indicating the shortest sequence of moves that guarantees escape for any possible unblocked starting position,hard,7.9
gas station numbers many gas stations use plastic digits on an illuminated sign to indicate prices when there is an insufficient quantity of a particular digit the attendant may substitute another one upside down the digit 6 looks much like 9 upside down the digits 0 1 and 8 look like themselves the digit 2 looks a bit like a 5 upside down well at least enough so that gas stations use it due to rapidly increasing prices a certain gas station has used all of its available digits to display the current price fortunately this shortage of digits need not prevent the attendant from raising prices she can simply rearrange the digits possibly reversing some of them as described above your job is to compute given the current price of gas the next highest price that can be displayed using exactly the same digits the input consists of several lines each containing between 2 and 30 digits to account for future prices and a decimal point immediately before the last digit there are no useless leading zeroes that is there is a leading zero only if the price is less than 1 an input line containing a decimal point alone terminates the input there are at most 250 test cases for each number in the input output the next highest price that can be displayed using the same digits and the same format rules if the price cannot be raised print the price cannot be raised,hard,7.9
crabbles jennifer is practicing for a crabbles tournament she pulls out a handful of crabbles tiles out of a bag and tries to form the word with the highest possible score each tile contains a letter used to form the word and a number its score value she can use each tile at most once in her word and she is not required to use every tile the word that she forms must appear in her dictionary her score is the sum of the values of the tiles used in the word note that in crabbles different tiles with the same letter may have different score values to check her work jennifer would like a program to tell her the maximum score possible for the set of tiles your task is to write this program the first line contains an integer 1 le n le 100 000 indicating the number of words in the dictionary n lines follow with one dictionary word on each line each dictionary word consists of only lowercase letters at least 1 at most 25 the following line contains an integer 1 le m le 1000 indicating the number of crabbles hands jennifer wants to play m hands follow each hand begins with a line containing an integer 1 le p le 10 indicating the number of tiles in the hand this is followed by p lines one for each tile each of these lines consists of a lowercase letter the letter on the tile a space and an integer 0 le v le 10 the value of the tile for each hand in the input output a line containing the maximum score possible with that hand,hard,7.9
bit 4 bit the two robots zf3 and xg2 are the hosts of the music show bit 4 bit on the show they play all kinds of songs from the famous chips ahoy matey to the lesser known ones like the funky algorithm now they only need some playlists for the next season zf3 and xg2 start out with a single playlist and want to create p more the first playlist p 0 contains a single song that lasts m minutes to make more playlists zf3 and xg2 have two operations they can do copy two existing playlists with the same number of songs and concatenate them copy an existing playlist and replace one of the songs since they usually don t have the time to play an entire playlist they decide to pick a sublist instead of the entire thing now they wonder how long time it would take to play it the first line contains three integers p q and m the number of playlists to create the number of sublists they want to check and the length of the song in playlist p 0 for each query print out the time it will take to play all the songs in the sublist since the numbers may grow large output the result modulo 1 000 000 007,hard,7.9
dj gigs doug james is an up and coming dj from graphland who s had a tough time making it big this all changed with the release of his latest ep wiggly waves which is the first album in history to go both platinum and uranium with his newfound popularity doug a k a dj polygon needs help with a problem most artists would be lucky to face deciding which of his many gig offers to take there are k venues in graphland connected by r roads the venues are numbered 1 to k doug s house is venue 1 and he is ready to leave or perform at time t 0 doug has g gig offers the i th gig is at venue v i runs during the time interval s i e i inclusive start exclusive end and pays out m i cryptocents doug can t take multiple gigs at the same time and he can t take gigs while he s traveling between venues doug is overwhelmed by his newfound fame and many gig requests and wants your help making as much money as possible the first line of the input contains three integers g k and r the number of gigs doug has been offered the number of venues in graphland and the number of roads connecting these venues output a single integer the maximum number of cryptocents that dj polygon can make by taking on the right gigs,hard,7.9
classical counting you have n objects each with m copies how many ways are there to take exactly k of them two selections of size k are considered different if the k tuples for those selections are different so for example if n m k 3 as in the second sample input and the n 3 types of objects are labeled a b and c then the tuple a b b is different than b a b the first line of input contains three integers n m and k respectively subjected to 1 leq n m k leq 10 5 output the number of ways as the number of ways could be large output them modulo 10 6 7,hard,7.9
cars the cars are already good at staying inside the lines and turning however they are not very good at detecting other moving vehicles fortunately the government of sweden is so enthusiastic about self driving cars that they have banned all other forms of transportation in stockholm including human driven cars biking and walking if you can just detect whether two cars will collide you will be able to build a safe system you know that all cities consist of only north south and east west oriented streets in a perfect grid and all cars are perfect rectangular prisms when detecting collisions you only need to worry about cars traveling at a constant speed without turning the first line of input contains an integer 1 le t le 10 4 the duration in seconds of the trajectory of the two cars then follow the description of the trajectory of two cars for each line of input output a line crash if the two cars will crash or safe if they will not crash if two cars overlap in an area of size zero only on an edge or corner they do not crash,hard,7.9
ultimate pipe game pipe games are interesting and hard puzzle games in these games our mission is to connect the pipes to make the water flow in the pipeline from a source to a destination without leaking out today we are playing a new generation of pipe game the ultimate pipe game in this game we have a grid of m rows and n columns cells on the grid are either empty or blocked the cell at row i and column j is denoted as cell i j we only put pipes on empty cells and each cell can contain only one pipe there are 3 kinds of pipes curved pipes horizontal pipes and vertical pipes note that a curved pipe can be rotated as shown in the picture below but we cannot rotate a horizontal pipe to make a vertical pipe or vice versa by putting pipes on empty cells water from a cell can travel to its adjacent cell if and only if the pipes in two cells are connected by their heads our mission in this ultimate pipe game is to place pipes on the empty cells with following requirements we need to put pipes on every empty cell and each empty cell must contain exactly one pipe we have to make sure water in the pipeline will not leak out starting from any empty cell with a pipe assuming that we have water flows out from that pipe in one of the two directions water can travel through the pipeline to other cells without leaking out and return to the starting cell in this case we call it a cycle pipeline we can have multiple disjoint cycle pipelines putting a horizontal pipe and a vertical pipe at cell i j cost h i j and v i j coins respectively putting a curved pipe is free your task is to find a way if one exists to put pipes on empty cells to minimize the total cost in terms of coins you can assume that there are unlimited number of pipes the input consists of several datasets the first line of the input contains the number of datasets which is a positive number and is not greater than 100 the following lines describe the datasets for each dataset output the result in the following format,hard,7.9
divisor game rr and flash are playing a game with a list of numbers that are distinct initially in this game two players will take alternative turns in each turn a player can select a number x in the list and replace it with number d iff d is a divisor of x and d is smaller than x for example with the list 1 3 12 the valid moves are replacing 12 with one of the following number 1 2 3 4 or 6 replacing 3 with 1 the player who takes the last move will lose the game at the beginning flash will select a non empty initial list of distinct numbers between a and b inclusively and rr is the one who makes the first move your task is to calculate the number of possible ways for flash to select the initial list where he can be sure that he would win the game assuming both players play optimally the input consists of several datasets the first line of the input contains the number of datasets which is a positive number and is not greater than 100 the following lines describe the datasets each dataset is described in a single line containing two integers a and b 1 a leq b leq 10 12 b a leq 10 5 for each dataset output the result modulo 10 9 7,hard,7.9
around the track after the stig s identity was revealed the tv show top gear is in dire need of a new tame racing driver to replace him and of course you have been asked to take the job however you are not very fond of driving quickly and especially not around the twisting and turning tracks they use in the show to help you alleviate this problem one of your algorithmic friends has suggested that you should calculate the roundtrip with the least possible amount of turning required the driving track consists of unique straight lines and there are always exactly 2 or 4 roads heading out from each node a roundtrip must be an eulerian circuit i e it must traverse each edge of the graph exactly once and end up where it started such a circuit is guaranteed to exist in the input graphs thus the total amount of turning is the sum of the turning required at each node where continuing in a straight line means a turn of 0 the roads on the track can be driven in any direction one line with 3 leq n leq 10000 the number of nodes and n leq m leq 2n the number of edges the least amount of turning you must do to complete an eulerian circuit in radians the answer must be correct within an absolute or relative error of 10 6,hard,7.9
private space people are going to the movies in groups or alone but normally only care to socialize within that group being scandinavian each group of people would like to sit at least one space apart from any other group of people to ensure their privacy unless of course they sit at the end of a row the number of seats per row in the cinema starts at x and decreases with one seat per row down to a number of 1 seat per row the number of groups of varying sizes is given as a vector n 1 ldots n n where n 1 is the number of people going alone n 2 is the number of people going as a pair etc calculate the seat width x of the widest row which will create a solution that seats all groups of visitors using as few rows of seats as possible the cinema also has a limited capacity so the widest row may not exceed 12 seats the first line of input contains a single integer n 1 leq n leq 12 giving the size of the largest group in the test case a single number the size of the smallest widest row that will accommodate all the guests if this number is greater than 12 output impossible instead,hard,7.9
tango tango insurrection you are attempting to learn to play a simple arcade dancing game the game has 4 arrows set into a pad up left down right while a song plays you watch arrows rise on a screen and when they hit the top you have to hit the corresponding arrows on the pad there is no penalty for stepping on an arrow without need but note that merely standing on an arrow does not activate it you must actually tap it with your foot many sequences in the game are very fast paced and require proper footwork if you don t want to tire yourself out write a program to determine the easiest way to execute a certain sequence of arrows we will work with a basic time unit of an eighth note at any given time your left foot and right foot will each be on distinct arrows only one foot may perform an action changing arrows and or tapping during any time unit jumping is not allowed also you must remain facing forward in order to see the screen this puts limitations on which feet you can use to hit which arrows finally hitting two arrows in a row with the same foot double tapping is exhausting because you can t shift your weight onto that foot ideally you want to alternate feet all the way through a string of consecutive arrows performing an action with a foot costs 1 unit of energy if it did not perform an action in the previous time unit if it did then it costs 3 units if it doesn t change arrows 5 units if it moves to an adjacent arrow and 7 units if it moves directly across the pad between up and down or left and right under normal circumstances you can t put your left foot on right or your right foot on left however you can do a temporary crossover if your left foot is on up or down you can twist your hips and put your right foot on left but until your right foot moves away you can t move your left to a different arrow imagine the tangle your legs would get into if you tried similarly you can cross your left foot over behind your right you will be given multiple arrow sequences to provide foot guides for every sequence consists of a line containing from 1 to 1000 characters representing the arrow that must be hit at each time unit the possible characters are u l d and r signifying the four arrows or a period indicating that no arrow need be hit assume that your left and right feet start on the left and right arrows for the first time unit of a sequence for each input sequence output a string of the same length indicating which foot should perform an action at each time step or if neither does if there are multiple solutions that require minimum energy any will do,hard,7.9
zuma one day mirko while he was walking through the high grass stumbled upon a sequence of n colored marbles soon he noticed that if he touches k or more consecutive marbles of the same color they start to twinkle and then he could wish them to magically vanish although he doesn t have to do that immediately see 3 rd sample fortunately mirko brought an inexhaustible supply of marbles from home so he can insert a marble of any color anywhere in the array at the beginning between any two existing marbles or at the end help mirko find the smallest number of marbles he must insert into the sequence before he could make all of the marbles vanish the first line of input contains two integers n 1 leq n leq 100 and k 2 leq k leq 5 the number of marbles in the initial sequence and the minimal number of consecutive marbles of the same color he could wish to vanish the next line contains exactly n integers between 1 and 100 inclusive separated by one space those numbers represent colors of marbles in the sequence mirko found the output should contain only one line with a single integer number the minimal number of marbles mirko has to insert to achive the desired effect,hard,7.9
unbalanced parentheses barry and bruce are twin brothers bruce likes keeping his parenthetical sequences balanced barry would like to mess with bruce by performing some operations on the sequence each operation is one of the following change a single to a in the sequence change a single to a in the sequence bruce will attempt to rebalance the parenthetical sequence by performing the same operations bruce does not like tedium and will perform no more than k operations to balance the sequence a balanced parenthetical sequence is defined as the empty string ab where a and b are both balanced parenthetical sequences a where a is a balanced parenthetical sequence barry would like to disrupt the sequence to the point where it is impossible for bruce to rebalance the sequence in k moves changing some position in the sequence requires effort and the amount of effort varies by position some positions are even delightful to switch and require negative effort each position can be changed at most once barry hates effort and would like to compute the minimum sum of effort to ensure that bruce cannot balance the sequence each input will consist of a single test case note that your program may be run multiple times on different inputs the first line of input will contain two integers n and k where n 1 le n le 10 5 is the length of the sequence and k 0 le k le n is the maximum number of moves for bruce output a single integer which is the minimum sum of effort of moves required to make the string impossible to be balanced by bruce if bruce can always rebalance the string regardless of barry s actions print a single question mark,hard,7.9
apple market you are managing a market with some stores the stores are arranged in an n times m grid each store sells apples apples cost exactly 1 malaysian ringgit per apple at every store there will be several customers who walk through this market each customer will only visit stores within a subrectangle of the market and each customer has a fixed amount of money to spend also each store has a limited inventory of apples which will not be replenished between customers the number available differs from store to store assuming you can control how many apples each store sells to each customer what is the most money you can make each input will consist of a single test case note that your program may be run multiple times on different inputs the first line of input will contain three space separated integers n m and k where the market has n rows and m columns 1 le n m le 50 and there will be k 1 le k le 10 5 customers output a single integer representing the maximum amount of money to be made by controlling how many items each store sells to each customer,hard,7.9
bribing eve eve works at a magazine that does product reviews and publishes recommendations to consumers they are working on a new mobile phones review and have decided on two reproducible tests that score each device s battery lifetime and performance using an integer between 1 and 1000 these two scores x 1 and x 2 are then combined with a weights vector w w 1 w 2 to produce an overall score the final review ranking is then obtained by sorting the products by decreasing order of s additionally when multiple products get exactly the same score eve decides how to order them maria a fake name to mask her identity tried to bribe eve to tweak the results to get her product higher on the list eve argued that she was not able to tamper the evaluation of each test but maria suggested to tweak the weights w used when computing the overall score the weights w must be non negative and at least one of them must be positive but the values are decided by eve eve is thinking whether to modify the weights in maria s benefit or not and asked you to determine what are the best and worst possible ranking positions for maria s product the first line has the number n of products being compared n lines follow each containing two integers x 1 and x 2 indicating a product s score in the battery and performance tests maria s product is the first on the list the output consists of two numbers a and b indicating the best and worst possible positions that maria s product can get on the ranking given eve s ability to modify the weights and ordering in case of a tie,hard,7.9
mag you are given an undirected tree1 with each of its node assigned a magic x i the magic of a path2 is defined as the product of the magic of the nodes on that path divided by the number of the nodes on the path for example the magic of a path that consists of nodes with magic 3 and 5 is 7 5 3 cdot 5 2 in the given tree find the path with the minimal magic and output the magic of that path the first line of input contains the integer n 1 leq n leq 10 6 the number of nodes in the tree each of the following n 1 lines contains two integers a i and b i 1 leq a i b i leq n the labels of nodes connected with an edge the i th of the following n lines contains the integer x i 1 leq x i leq 10 9 magic of the i th node output the magic of the path with minimal magic in the form of a completely reduced fraction p q p and q are relatively prime integers,hard,7.9
ocean s anti 11 hard note that this is a harder version of the problem anti11 danny ocean likes many things casinos elaborate heists and complicated romantic relationships but it s a little known fact that danny loves binary strings most of all binary strings of any length and composition one day however he suddenly develops a mysterious allergy to all binary strings containing the substring 11 this strange illness lasts exactly one week during which time he has to work very hard to avoid any such contaminated binary strings at the end of the week the allergy vanishes as unexpectedly as it appeared and for a brief moment danny is elated that all binary strings are again available for him to enjoy alas this hope is short lived for no sooner has the first allergy disappeared than it is replaced by anther this time to all binary strings containing the substring 10101 the second allergy also lasts exactly one week after which it is replaced by yet another and another and so on one per week ad infinitum danny has mostly adjusted to his allergic affliction and is optimistic that there are still plenty of binary strings for him to enjoy each week but he s not sure exactly how many so he has hired you to write a program to find out the first line of input contains a single integer t 1 leq t leq 100 representing the number of test cases this is followed by t lines each of which contains a single integer n 1 leq n leq 10 000 followed by a non empty string b consisting only of the characters 0 and 1 the length of b is at most 10 output consists of t lines one per case the output for a given case is the number of binary strings of length n that do not contain b as a substring since these values can be quite large output each value mod 10 9 7,hard,7.9
gotta nudge em all nudg mon go is a game in which players should earn as much experience points xp as possible by catching and evolving nudg mon you gain 100 xp for catching a nudg mon and 500 xp for evolving a nudg mon your friend has been playing this game a lot recently but you believe that his strategy is not optimal all nudg mon are split into families each of which has its own unique type of candy the nudg mon in a family are ranked from weakest to strongest and hence form a chain any nudg mon that is not the strongest from its family can be evolved to the next ranked nudg mon from the same family candies are a fundamental currency in the nudg mon universe when you catch a nudg mon you earn 3 candies all associated with the nudg mon s family when you irreversibly transfer a nudg mon away from your possession you earn 1 candy associated with the nudg mon s family every evolution of a nudg mon consumes a specific amount of its family s kind of candy furthermore the costs of evolutions along the family chain are non decreasing meaning that higher ranked evolutions in the family will cost the same or more as lower ones here is an example of possible nudg mon evolutions apart from making the developers money and nudging em all the goal of this game is to earn as much xp as possible to level up the player s character and be able to encounter stronger nudg mon in the wild as such coinciding with the first goal you can buy a blessed egg with real money in the game this item allows you to double your earned xp for the next 30 minutes since activation i e when the egg is activated at time e in seconds since the start of the game for any action taken on time t you will earn double xp if and only if e leq t e 1800 at the start of the game your friend received a single blessed egg unfortunately he completely wasted it you believe that it is better to only evolve nudg mon while the blessed egg is active otherwise it is a huge waste of resources to prove your point to your friend you took a log of all nudg mon he caught with timestamps and decided to calculate the maximum amount of xp he could have had right now if he was strategic about when to activate his blessed egg and only evolved nudg mon during the time it was active the input consists of output the maximum amount of xp your friend could have had at the current time had he activated his blessed egg at the optimal time and only evolved nudg mon during the time it was active,hard,7.9
